usage_date_utc,model,workspace,api_key,usage_type,context_window,token_type,cost_usd,list_price_usd,cost_type,inference_geo,speed
2026-04-14,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_no_cache,0.30,0.30,token,not_available,
2026-04-14,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_cache_write_5m,0.22,0.22,token,not_available,
2026-04-14,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,output,0.04,0.04,token,not_available,
2026-04-14,Claude Haiku 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,input_no_cache,0.01,0.01,token,not_available,
2026-04-14,Claude Haiku 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,output,0.00,0.00,token,not_available,
2026-04-14,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_no_cache,0.00,0.00,token,global,
2026-04-14,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_cache_read,24.82,24.82,token,global,
2026-04-14,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_cache_write_5m,13.25,13.25,token,global,
2026-04-14,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,output,4.49,4.49,token,global,
2026-04-14,Claude Opus 4.6,Default,QuePasa,message,200k - 1M,input_no_cache,0.00,0.00,token,global,
2026-04-14,Claude Opus 4.6,Default,QuePasa,message,200k - 1M,input_cache_read,13.06,13.06,token,global,
2026-04-14,Claude Opus 4.6,Default,QuePasa,message,200k - 1M,input_cache_write_5m,13.95,13.95,token,global,
2026-04-14,Claude Opus 4.6,Default,QuePasa,message,200k - 1M,output,1.65,1.65,token,global,
2026-04-14,Claude Sonnet 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,input_no_cache,14.08,14.08,token,not_available,
2026-04-14,Claude Sonnet 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,output,1.28,1.28,token,not_available,
2026-04-14,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,input_no_cache,0.44,0.44,token,global,
2026-04-14,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,input_cache_read,2.59,2.59,token,global,
2026-04-14,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,input_cache_write_5m,10.07,10.07,token,global,
2026-04-14,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,output,1.79,1.79,token,global,
2026-04-14,Claude Sonnet 4.6,Default,rezolve-leon,message,≤ 200k,input_no_cache,19.85,19.85,token,global,
2026-04-14,Claude Sonnet 4.6,Default,rezolve-leon,message,≤ 200k,output,0.45,0.45,token,global,
2026-04-14,Claude Sonnet 4.6,Default,Rezolve-R2-experimentation,message,≤ 200k,input_no_cache,0.00,0.00,token,global,
2026-04-14,Claude Sonnet 4.6,Default,Rezolve-R2-experimentation,message,≤ 200k,input_cache_read,0.18,0.18,token,global,
2026-04-14,Claude Sonnet 4.6,Default,Rezolve-R2-experimentation,message,≤ 200k,input_cache_write_5m,0.21,0.21,token,global,
2026-04-14,Claude Sonnet 4.6,Default,Rezolve-R2-experimentation,message,≤ 200k,output,0.13,0.13,token,global,
2026-04-14,Claude Sonnet 4.6,Default,ciso-key,message,≤ 200k,input_no_cache,0.28,0.28,token,global,
2026-04-14,Claude Sonnet 4.6,Default,ciso-key,message,≤ 200k,output,1.18,1.18,token,global,
2026-04-15,--,Default,QuePasa,--,--,--,0.39,0.39,web_search,--,--
2026-04-15,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_no_cache,0.22,0.22,token,not_available,
2026-04-15,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_cache_read,0.07,0.07,token,not_available,
2026-04-15,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_cache_write_5m,0.69,0.69,token,not_available,
2026-04-15,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,output,0.16,0.16,token,not_available,
2026-04-15,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_no_cache,0.03,0.03,token,global,
2026-04-15,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_cache_read,13.72,13.72,token,global,
2026-04-15,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_cache_write_5m,10.91,10.91,token,global,
2026-04-15,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,output,3.71,3.71,token,global,
2026-04-15,Claude Opus 4.6,Default,QuePasa,message,200k - 1M,input_no_cache,0.00,0.00,token,global,
2026-04-15,Claude Opus 4.6,Default,QuePasa,message,200k - 1M,input_cache_read,6.71,6.71,token,global,
2026-04-15,Claude Opus 4.6,Default,QuePasa,message,200k - 1M,input_cache_write_5m,5.21,5.21,token,global,
2026-04-15,Claude Opus 4.6,Default,QuePasa,message,200k - 1M,output,0.80,0.80,token,global,
2026-04-15,Claude Sonnet 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,input_no_cache,13.86,13.86,token,not_available,
2026-04-15,Claude Sonnet 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,output,1.30,1.30,token,not_available,
2026-04-15,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,input_no_cache,0.01,0.01,token,global,
2026-04-15,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,input_cache_read,2.80,2.80,token,global,
2026-04-15,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,input_cache_write_5m,7.98,7.98,token,global,
2026-04-15,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,output,2.16,2.16,token,global,
2026-04-15,Claude Sonnet 4.6,Default,rezolve-leon,message,≤ 200k,input_no_cache,27.14,27.14,token,global,
2026-04-15,Claude Sonnet 4.6,Default,rezolve-leon,message,≤ 200k,output,0.47,0.47,token,global,
2026-04-16,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_no_cache,0.00,0.00,token,not_available,
2026-04-16,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_cache_write_5m,0.04,0.04,token,not_available,
2026-04-16,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,output,0.00,0.00,token,not_available,
2026-04-16,Claude Haiku 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,input_no_cache,0.00,0.00,token,not_available,
2026-04-16,Claude Haiku 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,output,0.00,0.00,token,not_available,
2026-04-16,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_no_cache,0.00,0.00,token,global,
2026-04-16,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_cache_read,6.60,6.60,token,global,
2026-04-16,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_cache_write_5m,8.72,8.72,token,global,
2026-04-16,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,output,2.71,2.71,token,global,
2026-04-16,Claude Opus 4.6,Default,QuePasa,message,200k - 1M,input_no_cache,0.00,0.00,token,global,
2026-04-16,Claude Opus 4.6,Default,QuePasa,message,200k - 1M,input_cache_read,8.90,8.90,token,global,
2026-04-16,Claude Opus 4.6,Default,QuePasa,message,200k - 1M,input_cache_read,2.83,2.83,token,global,
2026-04-16,Claude Opus 4.6,Default,QuePasa,message,200k - 1M,input_cache_write_5m,7.29,7.29,token,global,
2026-04-16,Claude Opus 4.6,Default,QuePasa,message,200k - 1M,output,0.93,0.93,token,global,
2026-04-16,Claude Sonnet 4,Default,Duncan-Proto,message,≤ 200k,input_no_cache,0.02,0.02,token,not_available,
2026-04-16,Claude Sonnet 4,Default,Duncan-Proto,message,≤ 200k,output,0.00,0.00,token,not_available,
2026-04-16,Claude Sonnet 4,Default,rezolve-leon,message,≤ 200k,input_no_cache,0.00,0.00,token,not_available,
2026-04-16,Claude Sonnet 4,Default,rezolve-leon,message,≤ 200k,output,0.00,0.00,token,not_available,
2026-04-16,Claude Sonnet 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,input_no_cache,30.45,30.45,token,not_available,
2026-04-16,Claude Sonnet 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,output,2.65,2.65,token,not_available,
2026-04-16,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,input_no_cache,0.01,0.01,token,global,
2026-04-16,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,input_cache_read,2.63,2.63,token,global,
2026-04-16,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,input_cache_write_5m,12.55,12.55,token,global,
2026-04-16,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,output,1.08,1.08,token,global,
2026-04-16,Claude Sonnet 4.6,Default,rezolve-leon,message,≤ 200k,input_no_cache,12.22,12.22,token,global,
2026-04-16,Claude Sonnet 4.6,Default,rezolve-leon,message,≤ 200k,output,0.42,0.42,token,global,
2026-04-16,Claude Sonnet 4.6,Default,Rezolve-R2-experimentation,message,≤ 200k,input_no_cache,0.00,0.00,token,global,
2026-04-16,Claude Sonnet 4.6,Default,Rezolve-R2-experimentation,message,≤ 200k,input_cache_read,0.09,0.09,token,global,
2026-04-16,Claude Sonnet 4.6,Default,Rezolve-R2-experimentation,message,≤ 200k,input_cache_write_5m,0.15,0.15,token,global,
2026-04-16,Claude Sonnet 4.6,Default,Rezolve-R2-experimentation,message,≤ 200k,output,0.12,0.12,token,global,
2026-04-17,--,Default,QuePasa,--,--,--,0.05,0.05,web_search,--,--
2026-04-17,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_no_cache,0.04,0.04,token,not_available,
2026-04-17,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_cache_write_5m,0.10,0.10,token,not_available,
2026-04-17,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,output,0.03,0.03,token,not_available,
2026-04-17,Claude Haiku 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,input_no_cache,3.57,3.57,token,not_available,
2026-04-17,Claude Haiku 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,input_cache_read,2.09,2.09,token,not_available,
2026-04-17,Claude Haiku 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,input_cache_write_5m,0.35,0.35,token,not_available,
2026-04-17,Claude Haiku 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,output,6.12,6.12,token,not_available,
2026-04-17,Claude Opus 4.7,Default,QuePasa,message,≤ 200k,input_no_cache,0.00,0.00,token,global,
2026-04-17,Claude Opus 4.7,Default,QuePasa,message,≤ 200k,input_cache_read,4.64,4.64,token,global,
2026-04-17,Claude Opus 4.7,Default,QuePasa,message,≤ 200k,input_cache_write_5m,6.20,6.20,token,global,
2026-04-17,Claude Opus 4.7,Default,QuePasa,message,≤ 200k,output,3.17,3.17,token,global,
2026-04-17,Claude Opus 4.7,Default,QuePasa,message,200k - 1M,input_no_cache,0.00,0.00,token,global,
2026-04-17,Claude Opus 4.7,Default,QuePasa,message,200k - 1M,input_cache_read,8.49,8.49,token,global,
2026-04-17,Claude Opus 4.7,Default,QuePasa,message,200k - 1M,input_cache_read,10.36,10.36,token,global,
2026-04-17,Claude Opus 4.7,Default,QuePasa,message,200k - 1M,input_cache_read,5.87,5.87,token,global,
2026-04-17,Claude Opus 4.7,Default,QuePasa,message,200k - 1M,input_cache_write_5m,20.53,20.53,token,global,
2026-04-17,Claude Opus 4.7,Default,QuePasa,message,200k - 1M,output,3.85,3.85,token,global,
2026-04-17,Claude Sonnet 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,input_no_cache,25.67,25.67,token,not_available,
2026-04-17,Claude Sonnet 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,output,2.27,2.27,token,not_available,
2026-04-17,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,input_no_cache,0.42,0.42,token,global,
2026-04-17,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,input_cache_read,1.07,1.07,token,global,
2026-04-17,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,input_cache_write_5m,3.35,3.35,token,global,
2026-04-17,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,output,0.56,0.56,token,global,
2026-04-17,Claude Sonnet 4.6,Default,rezolve-leon,message,≤ 200k,input_no_cache,10.07,10.07,token,global,
2026-04-17,Claude Sonnet 4.6,Default,rezolve-leon,message,≤ 200k,output,0.21,0.21,token,global,
2026-04-18,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_no_cache,0.00,0.00,token,not_available,
2026-04-18,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_cache_read,0.51,0.51,token,not_available,
2026-04-18,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_cache_write_5m,0.23,0.23,token,not_available,
2026-04-18,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,output,0.08,0.08,token,not_available,
2026-04-18,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_no_cache,0.00,0.00,token,global,
2026-04-18,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_cache_read,0.43,0.43,token,global,
2026-04-18,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_cache_write_5m,0.74,0.74,token,global,
2026-04-18,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,output,0.19,0.19,token,global,
2026-04-18,Claude Opus 4.7,Default,QuePasa,message,≤ 200k,input_no_cache,0.00,0.00,token,global,
2026-04-18,Claude Opus 4.7,Default,QuePasa,message,≤ 200k,input_cache_read,1.29,1.29,token,global,
2026-04-18,Claude Opus 4.7,Default,QuePasa,message,≤ 200k,input_cache_write_5m,2.07,2.07,token,global,
2026-04-18,Claude Opus 4.7,Default,QuePasa,message,≤ 200k,output,0.39,0.39,token,global,
2026-04-18,Claude Sonnet 4.6,Default,rezolve-leon,message,≤ 200k,input_no_cache,0.01,0.01,token,global,
2026-04-18,Claude Sonnet 4.6,Default,rezolve-leon,message,≤ 200k,output,0.00,0.00,token,global,
2026-04-19,Claude Sonnet 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,input_no_cache,4.21,4.21,token,not_available,
2026-04-19,Claude Sonnet 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,output,0.37,0.37,token,not_available,
2026-04-20,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_no_cache,0.00,0.00,token,not_available,
2026-04-20,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_cache_read,0.39,0.39,token,not_available,
2026-04-20,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_cache_write_5m,0.34,0.34,token,not_available,
2026-04-20,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,output,0.10,0.10,token,not_available,
2026-04-20,Claude Haiku 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,input_no_cache,0.00,0.00,token,not_available,
2026-04-20,Claude Haiku 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,output,0.00,0.00,token,not_available,
2026-04-20,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_no_cache,0.03,0.03,token,global,
2026-04-20,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_cache_read,10.95,10.95,token,global,
2026-04-20,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_cache_write_5m,11.92,11.92,token,global,
2026-04-20,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,output,5.42,5.42,token,global,
2026-04-20,Claude Opus 4.6,Default,QuePasa,message,200k - 1M,input_no_cache,0.00,0.00,token,global,
2026-04-20,Claude Opus 4.6,Default,QuePasa,message,200k - 1M,input_cache_read,6.81,6.81,token,global,
2026-04-20,Claude Opus 4.6,Default,QuePasa,message,200k - 1M,input_cache_write_5m,7.38,7.38,token,global,
2026-04-20,Claude Opus 4.6,Default,QuePasa,message,200k - 1M,output,1.19,1.19,token,global,
2026-04-20,Claude Sonnet 4.5,Default,tom-cortex,message,≤ 200k,input_no_cache,0.66,0.66,token,not_available,
2026-04-20,Claude Sonnet 4.5,Default,tom-cortex,message,≤ 200k,output,0.07,0.07,token,not_available,
2026-04-20,Claude Sonnet 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,input_no_cache,19.98,19.98,token,not_available,
2026-04-20,Claude Sonnet 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,output,1.80,1.80,token,not_available,
2026-04-20,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,input_no_cache,0.00,0.00,token,global,
2026-04-20,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,input_cache_read,0.95,0.95,token,global,
2026-04-20,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,input_cache_write_5m,2.06,2.06,token,global,
2026-04-20,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,output,0.53,0.53,token,global,
2026-04-20,Claude Sonnet 4.6,Default,rezolve-leon,message,≤ 200k,input_no_cache,29.36,29.36,token,global,
2026-04-20,Claude Sonnet 4.6,Default,rezolve-leon,message,≤ 200k,output,0.76,0.76,token,global,
2026-04-20,Claude Sonnet 4.6,Default,Rezolve-R2-experimentation,message,≤ 200k,input_no_cache,0.00,0.00,token,global,
2026-04-20,Claude Sonnet 4.6,Default,Rezolve-R2-experimentation,message,≤ 200k,input_cache_read,0.07,0.07,token,global,
2026-04-20,Claude Sonnet 4.6,Default,Rezolve-R2-experimentation,message,≤ 200k,input_cache_read,0.01,0.01,token,global,
2026-04-20,Claude Sonnet 4.6,Default,Rezolve-R2-experimentation,message,≤ 200k,input_cache_write_5m,0.13,0.13,token,global,
2026-04-20,Claude Sonnet 4.6,Default,Rezolve-R2-experimentation,message,≤ 200k,output,0.12,0.12,token,global,
2026-04-21,--,Default,QuePasa,--,--,--,0.12,0.12,web_search,--,--
2026-04-21,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_no_cache,0.11,0.11,token,not_available,
2026-04-21,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_cache_read,0.82,0.82,token,not_available,
2026-04-21,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_cache_write_5m,1.13,1.13,token,not_available,
2026-04-21,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,output,0.60,0.60,token,not_available,
2026-04-21,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_no_cache,0.00,0.00,token,global,
2026-04-21,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_cache_read,1.93,1.93,token,global,
2026-04-21,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_cache_write_5m,2.53,2.53,token,global,
2026-04-21,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,output,1.46,1.46,token,global,
2026-04-21,Claude Opus 4.7,Default,QuePasa,message,≤ 200k,input_no_cache,0.03,0.03,token,global,
2026-04-21,Claude Opus 4.7,Default,QuePasa,message,≤ 200k,input_cache_read,12.83,12.83,token,global,
2026-04-21,Claude Opus 4.7,Default,QuePasa,message,≤ 200k,input_cache_write_5m,6.28,6.28,token,global,
2026-04-21,Claude Opus 4.7,Default,QuePasa,message,≤ 200k,output,4.22,4.22,token,global,
2026-04-21,Claude Opus 4.7,Default,QuePasa,message,200k - 1M,input_no_cache,0.00,0.00,token,global,
2026-04-21,Claude Opus 4.7,Default,QuePasa,message,200k - 1M,input_cache_read,4.18,4.18,token,global,
2026-04-21,Claude Opus 4.7,Default,QuePasa,message,200k - 1M,input_cache_read,12.52,12.52,token,global,
2026-04-21,Claude Opus 4.7,Default,QuePasa,message,200k - 1M,input_cache_read,2.44,2.44,token,global,
2026-04-21,Claude Opus 4.7,Default,QuePasa,message,200k - 1M,input_cache_write_5m,7.70,7.70,token,global,
2026-04-21,Claude Opus 4.7,Default,QuePasa,message,200k - 1M,output,3.33,3.33,token,global,
2026-04-21,Claude Sonnet 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,input_no_cache,34.31,34.31,token,not_available,
2026-04-21,Claude Sonnet 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,output,3.47,3.47,token,not_available,
2026-04-21,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,input_no_cache,0.00,0.00,token,global,
2026-04-21,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,input_cache_read,0.17,0.17,token,global,
2026-04-21,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,input_cache_write_5m,1.06,1.06,token,global,
2026-04-21,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,output,0.43,0.43,token,global,
2026-04-21,Claude Sonnet 4.6,Default,rezolve-leon,message,≤ 200k,input_no_cache,99.01,99.01,token,global,
2026-04-21,Claude Sonnet 4.6,Default,rezolve-leon,message,≤ 200k,output,1.94,1.94,token,global,
2026-04-21,Claude Sonnet 4.6,Default,Rezolve-R2-experimentation,message,≤ 200k,input_no_cache,3.29,3.29,token,global,
2026-04-21,Claude Sonnet 4.6,Default,Rezolve-R2-experimentation,message,≤ 200k,output,0.30,0.30,token,global,
2026-04-22,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_no_cache,0.02,0.02,token,not_available,
2026-04-22,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_cache_read,0.03,0.03,token,not_available,
2026-04-22,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_cache_read,0.01,0.01,token,not_available,
2026-04-22,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_cache_write_5m,0.10,0.10,token,not_available,
2026-04-22,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,output,0.02,0.02,token,not_available,
2026-04-22,Claude Haiku 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,input_no_cache,0.00,0.00,token,not_available,
2026-04-22,Claude Haiku 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,output,0.00,0.00,token,not_available,
2026-04-22,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_no_cache,0.00,0.00,token,global,
2026-04-22,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_cache_read,5.47,5.47,token,global,
2026-04-22,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_cache_write_5m,3.94,3.94,token,global,
2026-04-22,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,output,1.08,1.08,token,global,
2026-04-22,Claude Opus 4.7,Default,QuePasa,message,≤ 200k,input_no_cache,0.00,0.00,token,global,
2026-04-22,Claude Opus 4.7,Default,QuePasa,message,≤ 200k,input_cache_read,7.78,7.78,token,global,
2026-04-22,Claude Opus 4.7,Default,QuePasa,message,≤ 200k,input_cache_write_5m,7.31,7.31,token,global,
2026-04-22,Claude Opus 4.7,Default,QuePasa,message,≤ 200k,output,1.75,1.75,token,global,
2026-04-22,Claude Opus 4.7,Default,QuePasa,message,200k - 1M,input_no_cache,0.00,0.00,token,global,
2026-04-22,Claude Opus 4.7,Default,QuePasa,message,200k - 1M,input_cache_read,5.01,5.01,token,global,
2026-04-22,Claude Opus 4.7,Default,QuePasa,message,200k - 1M,input_cache_write_5m,3.38,3.38,token,global,
2026-04-22,Claude Opus 4.7,Default,QuePasa,message,200k - 1M,output,0.55,0.55,token,global,
2026-04-22,Claude Sonnet 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,input_no_cache,54.72,54.72,token,not_available,
2026-04-22,Claude Sonnet 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,output,5.68,5.68,token,not_available,
2026-04-22,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,input_no_cache,0.00,0.00,token,global,
2026-04-22,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,input_cache_read,0.59,0.59,token,global,
2026-04-22,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,input_cache_write_5m,0.81,0.81,token,global,
2026-04-22,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,output,0.55,0.55,token,global,
2026-04-22,Claude Sonnet 4.6,Default,rezolve-leon,message,≤ 200k,input_no_cache,35.86,35.86,token,global,
2026-04-22,Claude Sonnet 4.6,Default,rezolve-leon,message,≤ 200k,output,0.75,0.75,token,global,
2026-04-22,Claude Sonnet 4.6,Default,Rezolve-R2-experimentation,message,≤ 200k,input_no_cache,0.00,0.00,token,global,
2026-04-22,Claude Sonnet 4.6,Default,Rezolve-R2-experimentation,message,≤ 200k,input_cache_read,0.06,0.06,token,global,
2026-04-22,Claude Sonnet 4.6,Default,Rezolve-R2-experimentation,message,≤ 200k,input_cache_write_5m,0.10,0.10,token,global,
2026-04-22,Claude Sonnet 4.6,Default,Rezolve-R2-experimentation,message,≤ 200k,output,0.09,0.09,token,global,
2026-04-23,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_no_cache,0.01,0.01,token,not_available,
2026-04-23,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_cache_read,1.24,1.24,token,not_available,
2026-04-23,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_cache_write_5m,1.16,1.16,token,not_available,
2026-04-23,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,output,0.69,0.69,token,not_available,
2026-04-23,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_no_cache,0.02,0.02,token,global,
2026-04-23,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_cache_read,0.80,0.80,token,global,
2026-04-23,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_cache_read,7.10,7.10,token,global,
2026-04-23,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_cache_write_5m,9.00,9.00,token,global,
2026-04-23,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,output,3.29,3.29,token,global,
2026-04-23,Claude Opus 4.7,Default,QuePasa,message,≤ 200k,input_no_cache,0.00,0.00,token,global,
2026-04-23,Claude Opus 4.7,Default,QuePasa,message,≤ 200k,input_cache_read,4.16,4.16,token,global,
2026-04-23,Claude Opus 4.7,Default,QuePasa,message,≤ 200k,input_cache_read,8.21,8.21,token,global,
2026-04-23,Claude Opus 4.7,Default,QuePasa,message,≤ 200k,input_cache_write_5m,10.18,10.18,token,global,
2026-04-23,Claude Opus 4.7,Default,QuePasa,message,≤ 200k,output,3.56,3.56,token,global,
2026-04-23,Claude Sonnet 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,input_no_cache,6.72,6.72,token,not_available,
2026-04-23,Claude Sonnet 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,output,0.67,0.67,token,not_available,
2026-04-23,Claude Sonnet 4.6,Default,rezolve-leon,message,≤ 200k,input_no_cache,71.82,71.82,token,global,
2026-04-23,Claude Sonnet 4.6,Default,rezolve-leon,message,≤ 200k,output,1.44,1.44,token,global,
2026-04-24,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_no_cache,0.01,0.01,token,not_available,
2026-04-24,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_cache_write_5m,0.01,0.01,token,not_available,
2026-04-24,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,output,0.00,0.00,token,not_available,
2026-04-24,Claude Haiku 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,input_no_cache,0.02,0.02,token,not_available,
2026-04-24,Claude Haiku 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,output,0.00,0.00,token,not_available,
2026-04-24,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_no_cache,0.00,0.00,token,global,
2026-04-24,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_cache_read,2.98,2.98,token,global,
2026-04-24,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_cache_write_5m,5.05,5.05,token,global,
2026-04-24,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,output,0.58,0.58,token,global,
2026-04-24,Claude Opus 4.7,Default,QuePasa,message,≤ 200k,input_no_cache,0.00,0.00,token,global,
2026-04-24,Claude Opus 4.7,Default,QuePasa,message,≤ 200k,input_cache_read,3.48,3.48,token,global,
2026-04-24,Claude Opus 4.7,Default,QuePasa,message,≤ 200k,input_cache_read,8.88,8.88,token,global,
